id,text,BIO_anno,class
6942,我也是准备冻卡两个月再试第三次无界卡不行就冻卡或者销卡,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N,2
6943,成本太高了，我直接营业执照进件申过邮储了，下了四万，无社保公积金。,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
6944,看名额，反正4w我不敢试，招行的这个有点地,O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,2
6945,楼主还在吗？申请的信用卡归属地算哪里呀？二卡呢？,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
6946,邮储应該好激活,B-BANK I-BANK O O O B-COMMENTS_N I-COMMENTS_N,2
6947,自己征信再确认，有人这样操作根本没降,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ,2
6948,那你借看看咯，哈哈。我上面也显示免息一个月，可以试试。我是不想被套路了,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6949,现在电影票也不能用积分了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O,2
6950,哥的机构是银行贷款吧？,O O O O O O O B-PRODUCT I-PRODUCT O O,2
6951,跟房贷有关？可以继续用房贷吗？你说这些,O B-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2
6952,这种情况很正常。房东的利息应该是提现或者现金分期。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-PRODUCT I-PRODUCT O,2
6953,也可以到有 借论坛里面找下这类的贷款平台的，有更新了不少，可以去试下。,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2
6954,同样的审核持续了两天,O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
6955,今天打了光大热线，语言提示是空的，所以光大还在。为什么电话总是干扰，怎么打恶,O O O O B-BANK I-BANK O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O,2
6956,最近很多翻车的,O O O O O O O,2
6957,网申，还是营业厅办理的？工行的高些,O O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ O,2
6958,线下这速度也够快的了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,1
6959,借47k网商贷款90+K，这个月20号网商贷款降到3,O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O,2
6960,其他银行金额大的卡，就卖了；如果你是人生第一卡，你就养它??,O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O,2
6961,羡慕了,B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6962,前天光大银行电话来沟通的,O O B-BANK I-BANK O O O O O O O O,2
6963,不是共享配额吗？,O O O O B-COMMENTS_N I-COMMENTS_N O O,2
6964,平安我的5折，0.41也不想分。感觉还是有点贵,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O,2
6965,爆通讯录吗，没这么缺德吧,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
6966,2民生10k-13k-15k-16K-19K-23K-30K,O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
6967,一个月40多笔还少吗？,O O O O O O O O B-COMMENTS_ADJ O O,2
6968,网申犀利卡？,O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
6969,这个月还有一个。微信和支付宝消费19次抽奖。,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O,2
6970,我普卡也拒了,O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O,2
6971,平安不能碰,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
6972,想多了.用光.大概率降到几百块,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ O O O O,2
6973,噗，光大很好下的，你至于这样做那么多工作么，再申请一次就好了，资料填好一点,O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
6974,我现在有个工行白金10万永久额度??建行4万??邮储金卡2.5万??邮储刚用半个月??能不能申请鼎致白金？知道的给个建议,O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O B-BANK I-BANK O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O B-BANK I-BANK O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
6975,秒批？兴业的就是秒批，资料全的话,O O O B-BANK I-BANK O O O O O O O O O O O,2
6976,我的是以前单位的传真号,O O O O O O O O O O O,2
6977,确实，杭州不太看中信用卡，卡片基本都是终免年费的，不过基本也没什么活动，不过别连着申，过6个月再试试,O O O O O O O O B-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
6978,楼主多少额度,O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2
6979,分期多吗？，笔数怎样，老哥,B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
6980,等了几天之后，有没有接到电话？效率好低,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ,2
6981,他赚3600。别问我怎么知道的，我就普惠前员工。太坑了,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
6982,我也刚提，招行的67-91k,O O O O O B-BANK I-BANK O O O O O O O,2
6983,招商标准金24K,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
6984,我自己的车险是金级新客户。我觉得额度应该不会低,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ,2
6985,可能吧??但是他又批了我车卡，车主卡,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT,2
6986,问题是可以申请哦，现在这张黑色的也能申请。太好了,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6987,那要咋办呢。蒙圈了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6988,最多可以要六个月，理由充分就行，你这俩月稳,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2
6989,搬那么多砖都才这么点额度？太小气了吧,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
6990,我已经挂失了，看看会不会变吧,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
6991,跌了多少？让我取消返现白金卡?取消后，我恢复了原来的样子,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O,2
6992,银行这么不放心你,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6993,有没有代还，方便操作么,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
6994,恒丰3k,B-BANK I-BANK O O,2
6995,没人评论害??我在这里发表的广大卡友顶起来希望能帮助到更多的人??平安信用卡的这个减免是真的我已经全部结清了??不过大家记得都得找客服核实才安全...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
6996,这已经很优质了…别说的那么普通,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
6997,楼主能说说广发中信浦发野鸡在哪吗，我还在养征信中，想办这些卡,O O O O O B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2
6998,我这边挺好的，只需要良民证就能激活,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
6999,年前给朋友找的，他公积金2600，工资1.2，有房，线下鼎致下卡7万，他负债20多个，你资质好多啦,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
7000,唉兄弟，逾期3万，我一个月存1000。,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
7001,不是吧！我办的浦发的还是很快的,O O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
7002,不敢用啊，网贷毕竟上征信。羡慕老哥信用卡额度高，我的所有卡基本没提过额度，,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
7003,套现一般不会降额，征信出现小额贷款四个字会降额,O O O O O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ O,2
7004,一个网点行长跟我说过，公务员或者有定期存款,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2
7005,进件行驶证后，额度有无变化？,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
7006,我呆账，征信黑，能下吗,O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O O O,2
7007,鼎致额度一般，想试下再申一张鼎雅能不能加点额度,B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2
7008,有什么办法可以搞它么，太难了,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
7009,连续三次主动，额度现在比较满意,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
7010,可以，有效期延长5年。招行的就可以的,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O O O O O,2
7011,定期消费贷款月息7%???邮政服务3%香,B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ,2
7012,论坛上很多都说上海银行的美团就不在征信上体现，只有办卡时候的一个审核,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
7013,成功率不高呗,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
7014,交通30k,B-BANK I-BANK O O O,2
7015,我负债6万多照样提额了,O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O,2
7016,我如果是你，我就不管招商……,O O O O O O O O O O B-BANK I-BANK O O,2
7017,每月5000分，连续6个月，100元分期，或者,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
7018,查询多吗,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O,2
7019,问了有啥用吗？感觉没啥用,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
7020,我不需要保存。直接去经销店说要做定制卡，大堂经理立马给你办，效率很高,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
7021,顶多贷后管理,O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N,2
7022,除了以上四个主要环节外，在理财资金的投资运作中，信息披露和集中登记会贯穿始终。,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O,2
7023,兄弟，你还过吗？怎么知道是假的？,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
7024,不缺钱的话，建议广发干掉，办个建行工商，邮储。完美六行,O O O O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK B-BANK I-BANK O B-BANK I-BANK O O O O O,2
7025,没有也没有信用,O O O O O B-COMMENTS_N I-COMMENTS_N,2
7026,我一个月换了四年4800多，利息6W左右,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
7027,让你朋友开个网银你用，扯淡吧,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
7028,在他减少我的额度之前，我是可以正常还贷的，没有逾期。?,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
7029,放心，过两天就拒了,O O O O O O O B-COMMENTS_ADJ O,2
7030,隔天几点，有确定的时间么,O O O O O O O O O O O O,2
7031,我也申请了，审核中,O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
7032,说出你的故事，再谈降额,O O O O O O O O O B-COMMENTS_ADJ O,2
7033,不知道你有没有真正消费过。,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
7034,15，还没发。卡我要发誓。,O O O O O O O O O O O O O,2
7035,借呗这么高,B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ,2
7036,上个月16号刷了2000，没查黑名单。今天回答2,O O O O O O O O O O O O O O O O O O O O O O O O,2
7037,我已经还了2.5个利息了,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
7038,为什么我的1万8·····下卡一年变1万5:Q,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
7039,之前的有一张注销了很久了。现在公司和住址都换了,O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2
7040,不用在申请的时候指定的网点才能激活吗？,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
7041,前几天从3提到3.6，这个利率有点高啊,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2
7042,我五行??25000额度，刚了几次白金都拒了，我看你还是省省吧,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
7043,优质客户指的是行政事业单位，有学历，高额五险一金，有房贷。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2
7044,感觉我更适合高铁白好点.这种三倍积分要各种抢的太难了.打不过神仙,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
7045,到了要削一张吗，注销了安心些,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
7046,比如我都比这个高,O O O O O O O O,2
7047,居然还有担保费，见识了,O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O,2
7048,差不多了，21287·85一17000等于4287·85元，逾期6个月加12个月等于18个月。就是说本金17000元18个月利息才4287·85元是合理。当然你还可以致电信用卡中心，以自己实际环境...,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2
7049,我昨晚申请白金秒拒了后来申了个普卡??就秒过了,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2
7050,一般情况都能，放心吧,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
7051,借呗借了15万，其他信用卡基本算是0负债。千八百的。,B-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
7052,一般来说，年费便宜的利息肯定没那么好。??,O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
7053,运通申请有什么要求,O O O O O O O O O,2
7054,昨天面对面签付卡金卡过了，没想到强哥周六周日复习,O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O,2
7055,2、资金投资收益对于个人财富的积累有较为显著的提升，尤其是当投资收益率超过 14% 时，投资收益甚至超过人力资本收入。,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
7056,楼主在贵州地区可选择银行太多了，你这条件大把银行可下看我签名吧同地区十一行??个体户一枚条件不如你,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
7057,我从一万到10万的卡都有，你可以试试,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
7058,风险低,O O B-COMMENTS_ADJ,2
7059,有张招行的猫咪卡,O O B-BANK I-BANK O O O O,2
7060,3000多净贷款未结清,O O O O O O B-PRODUCT I-PRODUCT O O O,2
7061,手机没开头港澳台通话吧,O O O O O O O O O O O,2
7062,就是这个多利白金吗？不知道支付宝申请能不能调用支付宝的账户信息，我主要储蓄理财都在支付宝里,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
7063,兄弟，他家是投诉到上海还是福建银监会啊？？,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
7064,我也申请了估计拒了,O O O O O O O B-COMMENTS_ADJ O,2
7065,没下架，降级批卡。系统默认3p的降级卡种是东航金，申请的时候有提示。,O O O O B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,2
7066,我上次就是，光大给了临时，我用了，结果过一个月就提额了,O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
7067,为啥，基金是自己认购的哦,O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
7068,是不是行数多,O O O O O O,2
7069,周一去试试吧，人家周六周天不上班。真难,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
7070,请增下我在那儿可以看到这些可用商户？,O O O O O O O O O O O O O O O O O O,2
7071,卡额度上限是什么意思啊，比如卡额度1万，刷了5倍的商户，最多到5万积分还是只有1万呢？,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
7072,验证晚了，忘了密码，提交完半小时才成功验证公积金，所以拒了。试问要等多久才能再申请,O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
7073,什么卡额度多少,O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,2
7074,审核了多久，老哥，我两个小时无回访批卡,B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,2
7075,10次左右吧，多刷，总是好的,O O O O O O O O O O O O O O,2
7076,一直全款没问题，肯定你哪出问题了，现在银行大数据很厉害的。,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
7077,平安给我打五折，我不想分0.41。?感觉还是有点贵,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O,2
7078,同款短信??想问额度怎么看,O O O O O O O O O O O O O,2
7079,什么意思，9倍积分封顶3万，好吗？,O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O,2
7080,本来有100万的额度，利率12000?一直打电话让我,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
7081,建行5000严重吗,B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
7082,没注销还留着呢,O B-COMMENTS_N I-COMMENTS_N O O O O,2
7083,光大37k19年3月已注销,B-BANK I-BANK O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
7084,只能两张卡都带上……,O O O O O O O O O O,2
7085,顾名思义，这类理财产品的特点就是：收益率会不断浮动，而且浮动幅度很大。,O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
